City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,puerto natales,-51.7236,-72.4875,0.11,81,100,1.41,CL,1723086660
1,edinburgh of the seven seas,-37.0676,-12.3116,9.19,53,100,10.87,SH,1723086661
2,san patricio,28.017,-97.5169,30.5,62,0,5.48,US,1723086662
3,port-aux-francais,-49.35,70.2167,0.59,96,100,11.08,TF,1723086663
4,yellowknife,62.456,-114.3525,20.87,37,0,4.92,CA,1723086579
5,ancud,-41.8697,-73.8203,4.4,89,4,1.78,CL,1723086665
6,kotel'nikovo,47.6317,43.1461,22.12,60,74,3.33,RU,1723086668
7,nishinoomote,30.7333,131.0,29.68,75,0,5.56,JP,1723086669
8,adamstown,-25.066,-130.1015,19.47,65,94,1.75,PN,1723086670
9,albany,42.6001,-73.9662,18.23,78,1,0.45,US,1723086466
10,grytviken,-54.2811,-36.5092,-10.01,74,21,4.68,GS,1723086672
11,howrah,22.5892,88.3103,29.0,89,75,3.6,IN,1723086673
12,mwinilunga,-11.7358,24.4293,13.02,36,69,1.96,ZM,1723086674
13,mahina,-17.5065,-149.489,26.87,78,75,6.17,PF,1723086675
14,georgetown,5.4112,100.3354,30.96,62,20,3.6,MY,1723086666
15,pimentel,-6.8367,-79.9342,17.16,82,0,6.17,PE,1723086677
16,hithadhoo,-0.6,73.0833,27.92,73,100,3.06,MV,1723086679
17,porto novo,6.4965,2.6036,23.72,85,100,3.34,BJ,1723086680
18,taroa,8.7058,171.2275,28.13,72,99,3.47,MH,1723086681
19,nar'yan-mar,67.6713,53.087,9.66,69,0,2.31,RU,1723086682
20,papatowai,-46.5619,169.4708,8.71,76,61,4.26,NZ,1723086683
21,waitangi,-43.9535,-176.5597,12.12,75,32,2.68,NZ,1723086684
22,moussoro,13.6408,16.4901,26.16,76,100,5.0,TD,1723086685
23,isafjordur,66.0755,-23.124,6.75,87,100,0.94,IS,1723086686
24,mil'kovo,55.6078,37.7956,18.13,71,100,1.69,RU,1723086687
25,nouadhibou,20.931,-17.0347,20.65,90,55,5.68,MR,1723086688
26,zarzal,4.3946,-76.0715,19.52,95,93,0.52,CO,1723086689
27,marsabit,2.3284,37.9899,15.94,86,86,8.86,KE,1723086690
28,dul'durga,50.6761,113.5931,24.03,47,83,1.27,RU,1723086692
29,olonkinbyen,70.9221,-8.7187,5.38,100,100,3.94,SJ,1723086693
30,talnakh,69.4865,88.3972,16.02,52,3,3.13,RU,1723086694
31,laguna,38.421,-121.4238,33.75,34,0,4.12,US,1723086695
32,thompson,55.7435,-97.8558,12.87,59,99,2.29,CA,1723086696
33,hermanus,-34.4187,19.2345,11.29,86,0,3.14,ZA,1723086697
34,muhos,64.808,25.9931,9.88,84,0,2.09,FI,1723086698
35,kilju,40.9642,129.3278,28.01,63,100,1.56,KP,1723086699
36,pechora,65.1472,57.2244,13.32,61,9,2.93,RU,1723086700
37,crane,31.3974,-102.3501,34.76,19,0,2.24,US,1723086701
38,lerwick,60.1545,-1.1494,13.0,88,94,13.0,GB,1723086702
39,tura,25.5198,90.2201,27.55,81,68,2.96,IN,1723086703
40,tierra blanca,14.5833,-88.5833,20.02,99,100,0.48,HN,1723086705
41,nguigmi,14.2495,13.1092,27.21,70,100,4.79,NE,1723086706
42,aweil,8.7682,27.4002,22.33,91,100,1.39,SS,1723086707
43,christchurch,-43.5333,172.6333,9.41,91,100,7.2,NZ,1723086009
44,al mijlad,11.0333,27.7333,24.6,79,100,3.83,SD,1723086709
